RequestNumber,RequestDate,PurchaseNumber,OrderDate,RequiredDeliveryDate,SupplierName,MedCode,MedDescription,Outflow,AmountRequested,AmountPurchased
57363,2018-09-05,277117.0,2018-09-05,2018-09-06,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3304823,BENZAC AC (PEROXIDO DE BENZOILO) 10% GEL 60 G,18.0,1.0,1
57363,2018-09-05,277117.0,2018-09-05,2018-09-06,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300170,DIMEGAN D 0.5/2MG PED SOL C/60ML C/PIPE(LORATADINA/FENILEFRI,66.0,2.0,2
57363,2018-09-05,277117.0,2018-09-05,2018-09-06,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301114,HIDRASEC 100MG C/9 CAPS(RACECADOTRILO),65.0,2.0,2
57363,2018-09-05,277117.0,2018-09-05,2018-09-06,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302686,NORFLEX PLUS 35/450MG C/50 TAB (ORFENADRINA/PARACETAMOL),148.0,7.0,7
57363,2018-09-05,277117.0,2018-09-05,2018-09-06,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300095,RECOVERON (NC) CREMA 40G ACIDO ACEXÀMICO/NEOMICINA,18.0,1.0,1
57363,2018-09-05,277117.0,2018-09-05,2018-09-06,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302767,ROFUCAL 25MG C/30 TAB(HIDROCLOROTIAZIDA),18.0,1.0,1
57363,2018-09-05,277117.0,2018-09-05,2018-09-06,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3304775,XARELTO 10 MG CAJA C/30,69.0,1.0,1
57373,2018-09-06,277140.0,2018-09-06,2018-09-07,DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,3304813,GI CEFALOTINA (FALOT) 1GR/5ML FRASCO ÁMPULA,321.0,20.0,20
57373,2018-09-06,277179.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3300091,AFUNGIL (FLUCONAZOL) 100MG/50ML FAM,85.0,3.0,3
57373,2018-09-06,277179.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3302780,CEFTREX IV (CEFTRIAXONA) 1 G /10 ML FAM,15.0,2.0,2
57373,2018-09-06,277179.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3301959,CIPROFLOX (CIPROFLOXACINO) 400 MG/200 ML FAM,28.0,4.0,4
57373,2018-09-06,277180.0,2018-09-06,2018-09-07,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301096,ENTEROGERMINA (ORAL)AMP 5ML (ESPORAS DE BACILLUS CLAUSII ),72.0,20.0,20
57373,2018-09-06,277180.0,2018-09-06,2018-09-07,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301406,NIMOTOP 10MG AMP 50ML (NIMODIPINO),66.0,5.0,5
57373,2018-09-06,277180.0,2018-09-06,2018-09-07,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300529,TRENTAL 300MG AMP 15ML (PENTOXIFILINA),277.0,8.0,8
57381,2018-09-06,,,,,3301304,CAPOTENA (CAPTOPRIL) 25MG TAB C/30,20.0,2.0,0
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3300379,ACTRON PLUS (IBUPROFENO/CAFEINA) 400MG/100MG CAP C/10,12.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3302015,ADALAT OROS (NIFEDIPINO) 30MG COMP C/30,69.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3301625,ALDACTONE A (ESPIRONOLACTONA) 25MG TAB C/30,48.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3302711,APROVEL (IRBESARTAN) 150 MG TAB C/14,70.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3301573,AVIANT (DESLORATADINA) 5 MG TAB C/30,19.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3300816,AZITROCIN (AZITROMICINA) 500 MG TAB C/3,17.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3300139,CORPOTASIN LP 1500MG C/30 TABS.-CLORURO DE POTASIO,69.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3301093,DETRUSITOL 2MG C/14 TAB(TOLTERIDONA),69.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3300946,DORIXINA RELAX 125/5MG C/20 CPR(LISINA/CICLOBENZAPRINA),69.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3500753,EDARBI 40MG C/28 TAB (AZILSARTAN MEDOXOMILO),71.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3304651,EDARBI 80MG C/28TAB. AZILSARTAN MEDOXOMIL,71.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3301375,EXFORGE HCT 5/160/12.5 C/28 CPR(AMLODIPINO/VALSARTAN/HIDROCL,55.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3301300,FLAGYL 250MG C/30 CPR(METRONIDAZOL),18.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3300969,FLANAX 550MG C/12 TAB(NAPROXENO),18.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3500423,HEPA MERZ 3G C/10 SOB.GRANULADO(L-ORNITINA/L-ASPARTATO),71.0,2.0,2
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3300166,INSPRA IC 25MG C/30 TAB (EPLERENONA),309.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3302537,LEXAPRO 10MG C/14 TAB(ESCITALOPRAM),70.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3302580,METICORTEN 20MG C/30 TAB(PREDNISONA),18.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3301392,PANTOZOL 40MG C/14 GRAG(PANTOPRAZOL),70.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3300937,PANTOZOL 40MG C/7 GRAGEAS(PANTOPRAZOL),20.0,2.0,2
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3304731,RIOPAN GEL C/10 SOB 10ML,65.0,2.0,2
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3302849,SELOPRES ZOK C/20 GRAG METOPROLOL/HIDROCLOROTIAZIDA,70.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3304839,TRIFAMOX IBL-12H 875/125MG C/14 COM (AMOXICILINA/SULBACTAM),20.0,2.0,2
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3301013,TYLEX 750MG C/20 TAB PARACETAMOL,71.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3300565,VENTOLIN 100MCG 18G SUS.200 DOSIS AER.(SALBUTAMOL),11.0,1.0,1
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3300696,VOLTAREN EMULGEL 50G TUBO (DICLOFENACO),19.0,2.0,2
57381,2018-09-06,277170.0,2018-09-06,2018-09-07,"NADRO, S.A.P.I. DE C.V.",3301930,ZANIDIP 10MG C/10 TABS(LERCANIDIPINO),18.0,1.0,1
57381,2018-09-06,277173.0,2018-09-06,2018-09-07,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302093,ATROVENT (BROMURO DE IPRATROPIO) 250 MICROGRAMOS/ML SOLUCION 20 ML,19.0,1.0,1
57381,2018-09-06,277173.0,2018-09-06,2018-09-07,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300705,DIPROSPAN HYPACK AMP 1ML JGADESCH(BETAMETASONA) SCHERIN P.,64.0,1.0,1
57381,2018-09-06,277173.0,2018-09-06,2018-09-07,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302247,ILOSONE 125MG 120ML SUSPENCION(ERITROMICINA),68.0,1.0,1
57381,2018-09-06,277173.0,2018-09-06,2018-09-07,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302422,LACTULAX 66.66G/125ML JARABE (LACTULOSA),133.0,2.0,2
57381,2018-09-06,277173.0,2018-09-06,2018-09-07,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300695,METICEL OFT 10ML 5MG/ML 0.5%(HIPROMELOSA),18.0,1.0,1
57381,2018-09-06,277173.0,2018-09-06,2018-09-07,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300703,MICCIL 1MG C/20 CPR (BUMETANIDA),70.0,1.0,1
57381,2018-09-06,277173.0,2018-09-06,2018-09-07,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302686,NORFLEX PLUS 35/450MG C/50 TAB (ORFENADRINA/PARACETAMOL),144.0,3.0,3
57381,2018-09-06,277173.0,2018-09-06,2018-09-07,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302184,NORVAS 5MG C/10 TAB (AMLODIPINO),17.0,1.0,1
57381,2018-09-06,277173.0,2018-09-06,2018-09-07,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3304666,SAMYR 500MG C/20 TAB (ADEMETIONINA),70.0,1.0,1
57381,2018-09-06,277176.0,2018-09-06,2018-09-07,"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",3301055,ULCODERMA UNGUENTO 15G (CLORANFENICOL/COLAGEASA),20.0,1.0,1
57390,2018-09-07,277201.0,2018-09-07,2018-09-10,DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,3304784,BOLENTAX (ENOXAPARINA) 40 MG/0.4 ML JER PRELL C/2,20.0,2.0,2
57390,2018-09-07,277201.0,2018-09-07,2018-09-10,DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,3304813,GI CEFALOTINA (FALOT) 1GR/5ML FRASCO ÁMPULA,306.0,15.0,15
57390,2018-09-07,277201.0,2018-09-07,2018-09-10,DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,3302139,HEPARINA 1000UI 10ML AMPOLLETA (INHEPAR),265.0,5.0,5
57390,2018-09-07,277238.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3300091,AFUNGIL (FLUCONAZOL) 100MG/50ML FAM,86.0,10.0,10
57390,2018-09-07,277238.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3302780,CEFTREX IV (CEFTRIAXONA) 1 G /10 ML FAM,13.0,2.0,2
57390,2018-09-07,277238.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3301959,CIPROFLOX (CIPROFLOXACINO) 400 MG/200 ML FAM,25.0,8.0,8
57390,2018-09-07,277238.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3303060,CUBICINE 500 MG AMP IV (DAPTOMICINA),15.0,3.0,3
57390,2018-09-07,277238.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3300588,FLEET ENEMA AD LAB FOSF-SODIO 133ML SOL (FOSFATO DE SODIO),135.0,3.0,3
57390,2018-09-07,277238.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3300072,HEPA MERZ 5G AMP 10ML (L-ORNITINA/L-ASPARTATO),45.0,10.0,10
57390,2018-09-07,277238.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3302245,LANTUS 100UI 10ML INY C/1 (INSULINA GLARGINA),13.0,2.0,2
57390,2018-09-07,277238.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3301388,NULYTELY 109.6 G POLVO SOBRE X PZA,47.0,8.0,8
57390,2018-09-07,277239.0,2018-09-07,2018-09-10,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301364,EPAMIN SP 250MG AMP 5ML (FENITOINA),21.0,10.0,10
57390,2018-09-07,277239.0,2018-09-07,2018-09-10,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302452,LASIX 20MG 2ML AMP (FUROSEMIDA),34.0,5.0,5
57390,2018-09-07,277239.0,2018-09-07,2018-09-10,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301406,NIMOTOP 10MG AMP 50ML (NIMODIPINO),63.0,3.0,3
57390,2018-09-07,277239.0,2018-09-07,2018-09-10,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300952,PULMOCARE 236 ML VAINILLA,30.0,20.0,20
57390,2018-09-07,277239.0,2018-09-07,2018-09-10,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301771,SOMAZINA 1G AMP 4ML (CITICOLINA),317.0,10.0,10
57390,2018-09-07,277239.0,2018-09-07,2018-09-10,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300529,TRENTAL 300MG AMP 15ML (PENTOXIFILINA),349.0,8.0,8
57397,2018-09-07,277244.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3302615,MICCIL 0.5MG AMP 2ML (BUMETANIDA),598.0,30.0,30
57397,2018-09-07,277245.0,2018-09-07,2018-09-10,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300977,DEPAKENE I.V. 500MG AMP 5ML (ACIDO VALPROICO),101.0,6.0,6
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3301020,AFRIN ADULTO (OXIMETAZOLINA ) 0.050% SPRAY 20ML,16.0,1.0,1
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3304416,APROVASC (IRBESARTAN/AMLODIPINO) 300 MG/5 MG TAB C/14,69.0,1.0,1
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3301336,CLARITYNE D 60ML JARABE(LORATADINA/FENILEFRINA),20.0,1.0,1
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3302397,DAGLA 50MG C/30 TAB(ITOPRIDA) TAKEDA,68.0,1.0,1
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3302444,ELATEC 500MG C/30 GRAG(DIOSMINA/HESPERIDINA),70.0,1.0,1
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3301014,ENALADIL 20MG C/10 TAB(ENALAPRIL),19.0,2.0,2
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3300181,EUTIROX 150MCG C/50 TAB(LEVOTIROXINA SODICA),68.0,1.0,1
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3302580,METICORTEN 20MG C/30 TAB(PREDNISONA),18.0,1.0,1
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3300022,MOTILIUM SUSP GOTAS 60ML(DOMPERDONE),18.0,1.0,1
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3301806,MOTRIN INF 120ML SUSP FSA(IBUPROFENO),70.0,1.0,1
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3301667,PREDNEFRIN 1% SF 5ML PREDNISOLONA,70.0,1.0,1
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3302737,SALOFALK 500MG C/40 GRAG MESALAZINA,19.0,2.0,2
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3300645,SOYALOID POLVO 90G SOBREHARINA DE SOYA,18.0,1.0,1
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3302910,TEMPRA 500MG C/20 TAB ADULTO( PARACETAMOL),69.0,1.0,1
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3302911,TEMPRA FORTE 650MG C/24 (PARACETAMOL),18.0,1.0,1
57403,2018-09-07,277234.0,2018-09-07,2018-09-10,"NADRO, S.A.P.I. DE C.V.",3300028,VIGAMOXI SOL 5ML 0.5% OFT(MOXIFLOXACINO),72.0,2.0,2
57403,2018-09-07,277235.0,2018-09-07,2018-09-10,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300622,ATRO OFT (ATROPINA) 10 MG/ML GOTAS 15 ML,512.0,1.0,1
57403,2018-09-07,277235.0,2018-09-07,2018-09-10,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302422,LACTULAX 66.66G/125ML JARABE (LACTULOSA),132.0,3.0,3
57403,2018-09-07,277235.0,2018-09-07,2018-09-10,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3500322,MYDOCALM A C/30 CAPS TOLPERISONA /PARACETAMOL,86.0,2.0,2
57403,2018-09-07,277235.0,2018-09-07,2018-09-10,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302686,NORFLEX PLUS 35/450MG C/50 TAB (ORFENADRINA/PARACETAMOL),146.0,10.0,10
57403,2018-09-07,277236.0,2018-09-07,2018-09-10,"FARMACOS ESPECIALIZADOS, S.A. DE C.V.",3302015,ADALAT OROS (NIFEDIPINO) 30MG COMP C/30,69.0,1.0,1
57425,2018-09-10,277301.0,2018-09-10,2018-09-11,DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,3304813,GI CEFALOTINA (FALOT) 1GR/5ML FRASCO ÁMPULA,360.0,5.0,5
57425,2018-09-10,277301.0,2018-09-10,2018-09-11,DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,3302139,HEPARINA 1000UI 10ML AMPOLLETA (INHEPAR),278.0,5.0,5
57425,2018-09-10,277389.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3300091,AFUNGIL (FLUCONAZOL) 100MG/50ML FAM,87.0,10.0,10
57425,2018-09-10,277389.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3303060,CUBICINE 500 MG AMP IV (DAPTOMICINA),15.0,2.0,2
57425,2018-09-10,277389.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3302541,STADIUM 50MG AMP 2ML (DEXKETOPROFENO TROMETAMOL),26.0,9.0,9
57425,2018-09-10,277389.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3304955,TOUJEO 300U/ML JPRELL 1.5ML C/1 (INSULINA GLARGINA),17.0,1.0,1
57425,2018-09-10,277389.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3300668,TRADOL (TRAMADOL) 100MG/2ML AMP,46.0,5.0,5
57425,2018-09-10,277390.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301155,ALIN DEPOT (DEXAMETASONA) 8MG/2ML FAM,12.0,2.0,2
57425,2018-09-10,277390.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300977,DEPAKENE I.V. 500MG AMP 5ML (ACIDO VALPROICO),23.0,4.0,4
57425,2018-09-10,277390.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301406,NIMOTOP 10MG AMP 50ML (NIMODIPINO),66.0,5.0,5
57425,2018-09-10,277390.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300529,TRENTAL 300MG AMP 15ML (PENTOXIFILINA),426.0,12.0,12
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3301178,ALDOMET (METILDOPA) 250MG TAB C/50,19.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3302468,ALGITRIN (PARACETAMOL/IBUPROFENO) 325MG/200MG TAB C/12,70.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3304625,ARAHKOR (FIMASARTAN) 60 MG TAB C/20,71.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3304749,BARMICIL COMPUESTO (BETAMETASONA/ CLOTRIMAZOL/ GENTAMICINA) 30 G CREMA,18.0,2.0,2
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3500033,BEPANTHEN (DEXPANTENOL) 5% POMADA 100 G,70.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3300951,CLARITYNE D 5/30MG C/10 TAB (LORATADINA/FENILEFRINA),19.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3302121,CRONOLEVEL HYPAK 1ML(BETAMETASONA),18.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3301040,DAFLON 500MG C/20 TABLETAS(DIOSMINA/HESPERIDINA),16.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3302397,DAGLA 50MG C/30 TAB(ITOPRIDA) TAKEDA,68.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3301606,DANZEN 10MG C/20 TAB(SERRATIOPEPTIDASA) HORMONA,19.0,2.0,2
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3300792,DILATREND 25MG C/14 TAB(CARVEDILOL),70.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3304396,ELICUIS 2.5 MG TAB. CAJA C/20 APIXABAN,70.0,2.0,2
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3300289,HISTIACIL NF ADULTO JARABE 150MLDEXTROMETORFANO/AMBROXOL),212.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3301464,ITALDERMOL 4G C/10 GASAS(TRITICUM VULGARE),69.0,2.0,2
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3302622,MINIPRES 1MG C/30 CAPS (PRAZOSINA),54.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3301577,MONUROL 3GR SOBRES CAJA C/1 FOSFOMICINA,71.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3302719,PASTA DE LASSAR TUBO 60GR,70.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3301962,PHARMATON C/30 CAPS,71.0,2.0,2
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3301924,PLAVIX 75MG C/14 TAB (CLOPIDOGREL),49.0,7.0,7
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3304754,SPIOLTO RESPIMAT 30D SOL 226MG INH C/4,17.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3301013,TYLEX 750MG C/20 TAB PARACETAMOL,71.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3304747,VIVIOPTAL CAPS C/30,19.0,1.0,1
57448,2018-09-10,277381.0,2018-09-10,2018-09-11,"NADRO, S.A.P.I. DE C.V.",3300696,VOLTAREN EMULGEL 50G TUBO (DICLOFENACO),19.0,2.0,2
57448,2018-09-10,277382.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301339,ARGENTAFIL 1% (SULFADIAZINA DE PLATA) 1 G/100 G CREMA 160 G,70.0,1.0,1
57448,2018-09-10,277382.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300126,ATACAND (CANDESARTAN CILEXETILO) 8 MG TAB C/14,71.0,2.0,2
57448,2018-09-10,277382.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302093,ATROVENT (BROMURO DE IPRATROPIO) 250 MICROGRAMOS/ML SOLUCION 20 ML,50.0,8.0,8
57448,2018-09-10,277382.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302042,BLOPRESS (CANDESARTAN) 16 MG TAB C/14,71.0,2.0,2
57448,2018-09-10,277382.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301114,HIDRASEC 100MG C/9 CAPS(RACECADOTRILO),66.0,3.0,3
57448,2018-09-10,277382.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302880,"KERAL 25MG C/10 TAB(DEXKETOPROFENO,TROMETAMOL)",72.0,1.0,1
57448,2018-09-10,277382.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302422,LACTULAX 66.66G/125ML JARABE (LACTULOSA),132.0,3.0,3
57448,2018-09-10,277382.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300054,"METAMUCIL 174G LIMON/NARANJA(PLANTAGO,PSYLLIUM)",70.0,1.0,1
57448,2018-09-10,277382.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3304302,NAZIL OFT GOTAS 15ML NAFAZOLINA,70.0,1.0,1
57448,2018-09-10,277382.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301381,PEPTOBISMOL SUSP 118ML CEREZA (SUBSALICILATO DE BISMUTO),69.0,1.0,1
57448,2018-09-10,277382.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301367,PRESTOFLAM LD 250/50 MG C/14CLONIXINATO DE LISINA/DICLOFENAC,18.0,1.0,1
57448,2018-09-10,277382.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3300717,RAPIX 10MG C/10 CAP(KETOROLACO),18.0,1.0,1
57448,2018-09-10,277382.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3301282,SENSIBIT 10MG C/10 TAB(LORATADINA),20.0,2.0,2
57448,2018-09-10,277382.0,2018-09-10,2018-09-11,FARMACOS NACIONALES S.A. DE C.V. (FANASA),3302766,ZYPREXA 5MG C/14 TAB(OLANZAPINA),70.0,1.0,1
