SupplierName,OrderNumber,OrderDate,RequiredDeliveryDate,RequestNumber,RequestDate,CostCenter,MedCode,MedDescription,InvoiceNumber,ReceivedDate,AmountRequested,AmountPurchased,AmountReceived,OrderPercentageFulfillment
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3301984,ACTRON (IBUPROFENO) 600MG CAP C/10,,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3301020,AFRIN ADULTO (OXIMETAZOLINA ) 0.050% SPRAY 20ML,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3302385,ALLEGRA (FEXOFENADINA) 120MG COMP C/10,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3302391,ANTIFLUDES 50 MG/3 MG/300 MG CAP C/24,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3301411,ASPIRINA JUNIOR (ACIDO ACETILSALICILICO) 100 MG TAB C/60,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3301354,ASPIRINA PROTECT (ACIDO ACETILSALICILICO) 100MG TAB C/28,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3300205,ATACAND (CANDESARTAN CILEXETILO) 16 MG TAB C/14,,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3300367,CONCOR 1.25MG C/30 GRAG(BISOPROLOL),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3300358,CONCOR 10MG C/30 GRAG(BISOPROLOL),,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3301594,CORPOTASIN CL C/50 TAB AMSTRONG,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3300942,COZAAR 50MG C/15 GRAGEAS(LOSARTAN) MERCK,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3302120,HALDOL (HALOPERIDOL) 5 MG TAB C/20,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3300115,INDAFLEX 2.5% CREMA 40G TUBO(INDOMETACINA),,,10,10,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3302665,ITALDERMOL (G)/0.1/100G TBO 30G(TRITICUM VULGARE/GENTAMICIN,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3301690,LIPITOR 20MG C/15 TAB(ATORVASTATINA),,,1,2,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3300695,METICEL OFT 10ML 5MG/ML 0.5%(HIPROMELOSA),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3300870,MICOSTATIN SUSP 30 DOSIS(NISTATINA),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3302319,NEXIUM MUPS 40MG C/14 TABS (ESOMEPRAZOL),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3301924,PLAVIX 75MG C/14 TAB (CLOPIDOGREL),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3302304,SOMAZINA 500MG C/20 TAB(CITICOLINA),,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3301564,TAFIROL 1GR C/20 TAB (PARACETAMOL),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3301496,TOBRADEX 3.5GR UNGUENTO(TOBRAMICINA/DEXAMETASONA),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3301148,TRADOL (TRAMADOL) 100MG/ML GOTAS 10ML,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",271766,03/07/18,04/07/18,56117,03/07/18,MEDICAMENTOS,3301508,VIVITAR 100MG C/30 (ESPIRONOLACTONA),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",272059,05/07/18,06/07/18,56159,05/07/18,MEDICAMENTOS,3302639,MOTRIN 400MG C/45 GRAGEAS(IBUPROFENO),,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",272389,09/07/18,10/07/18,56228,09/07/18,MEDICAMENTOS,3302391,ANTIFLUDES 50 MG/3 MG/300 MG CAP C/24,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",273676,24/07/18,25/07/18,56548,24/07/18,MEDICAMENTOS,3302252,MICARDIS 40MG C/14 TAB(TELMISARTAN),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",274238,31/07/18,01/08/18,56673,31/07/18,MEDICAMENTOS,3301055,ULCODERMA UNGUENTO 15G (CLORANFENICOL/COLAGEASA),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",274349,01/08/18,02/08/18,56690,01/08/18,MEDICAMENTOS,3302831,TRILEPTAL 300MG C/20 TAB(OXCARBAZEPINA),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",274466,02/08/18,03/08/18,56699,02/08/18,MEDICAMENTOS,3300091,AFUNGIL (FLUCONAZOL) 100MG/50ML FAM,,,15,15,0,0
"NADRO, S.A.P.I. DE C.V.",274466,02/08/18,03/08/18,56699,02/08/18,MEDICAMENTOS,3300913,DILAR 20MG 2ML AMPULA PARAMETASONA,,,20,20,0,0
"NADRO, S.A.P.I. DE C.V.",274617,06/08/18,07/08/18,56762,06/08/18,MEDICAMENTOS,3301251,RIFOCYNA SPRAY SOL. 20MLRIFAMICINA,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",274617,06/08/18,07/08/18,56762,06/08/18,MEDICAMENTOS,3304754,SPIOLTO RESPIMAT 30D SOL 226MG INH C/4,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",274617,06/08/18,07/08/18,56762,06/08/18,MEDICAMENTOS,3301496,TOBRADEX 3.5GR UNGUENTO(TOBRAMICINA/DEXAMETASONA),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",274617,06/08/18,07/08/18,56762,06/08/18,MEDICAMENTOS,3300898,TOBRADEX GOTAS 5ML(TOBRAMICINA/DEXAMETASONA),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",274617,06/08/18,07/08/18,56762,06/08/18,MEDICAMENTOS,3301148,TRADOL (TRAMADOL) 100MG/ML GOTAS 10ML,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",274617,06/08/18,07/08/18,56762,06/08/18,MEDICAMENTOS,3300994,TRAMACET 37.5/325MG C/20 TAB(PARACETAMOL /TRAMADOL),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",274617,06/08/18,07/08/18,56762,06/08/18,MEDICAMENTOS,3304466,UNIVAL 1G/5ML SUS FCO C/230ML SUCRALFATO,,,3,3,0,0
"NADRO, S.A.P.I. DE C.V.",274617,06/08/18,07/08/18,56762,06/08/18,MEDICAMENTOS,3302821,VALDECASAS 5MG C/20 TAB (ACIDO FOLICO),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",274617,06/08/18,07/08/18,56762,06/08/18,MEDICAMENTOS,3301393,ZYLOPRIM 300MG C/60 TAB(ALOPURINOL),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",274978,09/08/18,10/08/18,56823,09/08/18,MEDICAMENTOS,3302427,NPLATE 250 MCG FCO AMP C/1 (ROMIPLOSTIM),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",274994,09/08/18,10/08/18,56826,09/08/18,FARMACIA,3305130,LUNARIUM 100/300MG CAPS C/28,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",275325,14/08/18,15/08/18,56931,14/08/18,MEDICAMENTOS,3303060,CUBICINE 500 MG AMP IV (DAPTOMICINA),,,3,3,0,0
"NADRO, S.A.P.I. DE C.V.",276018,22/08/18,23/08/18,57083,22/08/18,MEDICAMENTOS,3302722,PEDIALYTE SR-30 500ML SABORES,,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",276261,27/08/18,28/08/18,57174,27/08/18,MEDICAMENTOS,3300983,BRISTAFLAM (ACECLOFENACO) 1.5 G/100 G CREMA 60 G,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",276261,27/08/18,28/08/18,57174,27/08/18,MEDICAMENTOS,3301259,VANTAL BUCOFARINGEO 40ML(BENCIDAMINA),,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",276261,27/08/18,28/08/18,57174,27/08/18,MEDICAMENTOS,3500412,VERMOX PLUS 300/150MG C/2 TAB MEBENDAZOL/QUINFAMIDA,,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",276671,30/08/18,31/08/18,57253,30/08/18,MEDICAMENTOS,3304635,"OMEGA 3,6,9 C/60CAPS.",,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",277115,05/09/18,06/09/18,57363,05/09/18,MEDICAMENTOS,3304782,AGRIFEN (CAFEINA/CLORFENAMINA/FENILEFRINA/PARACETAMOL) TAB C,,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",278850,27/09/18,28/09/18,57754,27/09/18,MEDICAMENTOS,3304947,ZERBAXA 1G/0.5G AMP IV (CEFTOLOZANO/TAZOBACTAM),,,10,10,0,0
"NADRO, S.A.P.I. DE C.V.",279030,01/10/18,02/10/18,57812,01/10/18,MEDICAMENTOS,3304947,ZERBAXA 1G/0.5G AMP IV (CEFTOLOZANO/TAZOBACTAM),,,10,10,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3301984,ACTRON (IBUPROFENO) 600MG CAP C/10,,,6,6,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3301097,AFUMIX (FLUCONAZOL/TINIDAZOL) 37.5MG/500MG TAB C/4,,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3302650,ANGIOTROFIN (DILTIAZEM) 60 MG TAB C/30,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3302641,ANGIOTROFIN AP (DILTIAZEM) 120 MG TAB C/20,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3302256,AZULFIDINA (SULFASALAZINA) 500 MG TAB C/60,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3302000,CELEBREX (CELECOXIB) 200 MG CAP C/10,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3300569,CELEBREX (CELECOXIB) 200 MG CAP C/20,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3302035,CONCOR 2.50MG C/30 GRAG(BISOPROLOL),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3300712,COZAAR 50MG C/30 TAB(LOSARTAN),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3300537,DABEX 850MG C/30 TAB (METFORMINA),,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3301040,DAFLON 500MG C/20 TABLETAS(DIOSMINA/HESPERIDINA),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3300130,DORSAL 15/200MG C/7 TABS(MELOXICAM/CARISOPRODOL),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3302348,ISORBID SUBLINGUAL 5MG C/40 TAB(DINITRATO DE ISOSORBIDA),,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3300378,LIBERTRIM SDP SUSP 30ML FCO(TRIMEBUTINA/SIMETICONA),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3302516,MALIVAL AP 50MG C/28 CAPS(INDOMETACINA),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3304669,"NEBAPOL 30G UNG NEOMICINA,BACITRACINA,POLIMIXINA B",,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3500377,NOOTROPIL 800MG C/30 TAB (PIRACETAM),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3500828,PRIKUL 75MG C/28TAB PREGABALINA,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3302782,PROFENID (KETOPROFENO) 100MG CAP C/20,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3302808,RECOVERON (N) 40G UNGUENTO (AC. ACEXÀMICO/NEOMICINA),,,3,3,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3301251,RIFOCYNA SPRAY SOL. 20MLRIFAMICINA,,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3300592,ROGASTRIL 1MG COMP C/25(CINITAPRIDA),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3304754,SPIOLTO RESPIMAT 30D SOL 226MG INH C/4,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3301578,STADIUM 25MG C/10 TABS DEXKETOPROFENO TROMETAMOL,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3301013,TYLEX 750MG C/20 TAB PARACETAMOL,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279070,01/10/18,02/10/18,57836,01/10/18,MEDICAMENTOS,3302539,ZALDIAR 37.5/325 MG C/20 TAB(PARACETAMOL/TRAMADOL),,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",279272,03/10/18,04/10/18,57871,03/10/18,MEDICAMENTOS,3301577,MONUROL 3GR SOBRES CAJA C/1 FOSFOMICINA,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279462,05/10/18,08/10/18,57902,05/10/18,MEDICAMENTOS,3300977,DEPAKENE I.V. 500MG AMP 5ML (ACIDO VALPROICO),PM-14192322,05/10/18,12,12,9,75
"NADRO, S.A.P.I. DE C.V.",279915,10/10/18,11/10/18,57999,10/10/18,MEDICAMENTOS,3301234,ALGITRIN (PARACETAMOL/IBUPROFENO) 325MG/200MG TAB C/24,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279915,10/10/18,11/10/18,57999,10/10/18,MEDICAMENTOS,3302519,ANDANTOL (ISOTIPENDILO) 0.75 MG/100 G JALEA 25G,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",279915,10/10/18,11/10/18,57999,10/10/18,MEDICAMENTOS,3301372,SENOKOT F 17.2MG C/30 TABS(SENOSIDOS A-B),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",280532,18/10/18,25/10/18,58127,18/10/18,MEDICAMENTOS,3300627,NEPRO HP 236 ML VAINILLA,PM-14219362,19/10/18,15,15,6,40
"NADRO, S.A.P.I. DE C.V.",280543,18/10/18,25/10/18,58119,17/10/18,MEDICAMENTOS,3302026,DILATREND 6.25MG C/14 TAB(CARVEDILOL) ROCHE FARMA,,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",280589,19/10/18,26/10/18,58139,19/10/18,MEDICAMENTOS,3300627,NEPRO HP 236 ML VAINILLA,PM-14226372,20/10/18,25,25,1,4
"NADRO, S.A.P.I. DE C.V.",280763,22/10/18,23/10/18,58172,22/10/18,MEDICAMENTOS,3300627,NEPRO HP 236 ML VAINILLA,,,20,20,0,0
"NADRO, S.A.P.I. DE C.V.",280927,23/10/18,30/10/18,58256,23/10/18,MEDICAMENTOS,3300627,NEPRO HP 236 ML VAINILLA,,,25,25,0,0
"NADRO, S.A.P.I. DE C.V.",281144,24/10/18,31/10/18,58273,24/10/18,MEDICAMENTOS,3302669,COMBIVENT 0.5/2.5MG AMPOLLETA 2.5ML (IPRATROPIO/ SALBUTAMOL),,,100,100,0,0
"NADRO, S.A.P.I. DE C.V.",281144,24/10/18,31/10/18,58273,24/10/18,MEDICAMENTOS,3300627,NEPRO HP 236 ML VAINILLA,,,25,25,0,0
"NADRO, S.A.P.I. DE C.V.",281700,29/10/18,30/10/18,58317,29/10/18,MEDICAMENTOS,3300540,KEPPRA 500MG/5ML FCO AMP (LEVETIRACETAM),,,10,10,0,0
"NADRO, S.A.P.I. DE C.V.",282301,07/11/18,08/11/18,58495,07/11/18,MEDICAMENTOS,3300663,VANCOCIN CP 1G AMP (VANCOMICINA),,,5,5,0,0
"NADRO, S.A.P.I. DE C.V.",282454,08/11/18,09/11/18,58513,08/11/18,MEDICAMENTOS,3500116,"MELOX NOCHE SUSP 180ML(ALGINATO,MAGNESIO,ALUMINIO)",,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",283310,21/11/18,22/11/18,58725,21/11/18,MEDICAMENTOS,3300468,CLORAMFENI OFTENO 15ML GOTAS(CLORANFENICOL),,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",283310,21/11/18,22/11/18,58725,21/11/18,MEDICAMENTOS,3302245,LANTUS 100UI 10ML INY C/1 (INSULINA GLARGINA),,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",283310,21/11/18,22/11/18,58725,21/11/18,MEDICAMENTOS,3301050,NEO MELUBRINA 1G AMP 2ML (METAMIZOL SODICO),,,5,5,0,0
"NADRO, S.A.P.I. DE C.V.",283398,23/11/18,26/11/18,0,,MEDICAMENTOS,3301412,CELESTONE HYPAK (BETAMETASONA) 8 MG/ 2 ML JER PRELL,,,0,13,0,0
"NADRO, S.A.P.I. DE C.V.",283615,26/11/18,30/11/18,58809,26/11/18,MEDICAMENTOS,3301412,CELESTONE HYPAK (BETAMETASONA) 8 MG/ 2 ML JER PRELL,,,13,13,0,0
"NADRO, S.A.P.I. DE C.V.",283772,28/11/18,30/11/18,58859,28/11/18,MEDICAMENTOS,3304624,EMEND IV (FOSAPREPITANT) 150 MG FAM,,,2,2,0,0
"NADRO, S.A.P.I. DE C.V.",283772,28/11/18,30/11/18,58859,28/11/18,MEDICAMENTOS,3302906,TAZOCIN E.F (PIPERACILINA/TAZOBACTAM) 4 G /0.5 G FAM,,,3,3,0,0
"NADRO, S.A.P.I. DE C.V.",284182,04/12/18,11/12/18,58973,04/12/18,MEDICAMENTOS,3500113,BROXOL AIR (AMBROXOL/SALBUTAMOL) 150 MG/40 MG SOL 120 ML,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",284895,12/12/18,14/12/18,59131,12/12/18,MEDICAMENTOS,3302564,"MELOX PLUS 360ML SUSP MENTA DIMETICONA,ALUMINIO,MAGNESIO",,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",285440,18/12/18,20/12/18,59264,18/12/18,MEDICAMENTOS,3304865,XL-3 325-10-4 MG C/8 TABS.,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",285558,20/12/18,24/12/18,59278,20/12/18,MEDICAMENTOS,3303060,CUBICINE 500 MG AMP IV (DAPTOMICINA),,,3,3,0,0
"NADRO, S.A.P.I. DE C.V.",285761,24/12/18,27/12/18,59324,24/12/18,MEDICAMENTOS,3300037,BACTRIM F (SULFAMETOXAZOL/TRIMETOPRIMA) 800 MG/160 MG TAB C/,,,1,1,0,0
"NADRO, S.A.P.I. DE C.V.",285934,27/12/18,31/12/18,59375,27/12/18,MEDICAMENTOS,3302615,MICCIL 0.5MG AMP 2ML (BUMETANIDA),PM-14444231,28/12/18,40,40,35,87.5
"NADRO, S.A.P.I. DE C.V.",285937,27/12/18,31/12/18,59381,27/12/18,MEDICAMENTOS,3302663,ENALADIL 10MG C/10 TAB(ENALAPRIL),,,1,1,0,0
"NUEVA FARMACIA SAN BORJA, S.A. DE C.V.",258511,10/01/18,11/01/18,52816,10/01/18,MEDICAMENTOS,3301582,TOPAMAX 25MG C/20 TAB(TOPIRAMATO),,,2,2,0,0
"NUEVA FARMACIA SAN BORJA, S.A. DE C.V.",275058,10/08/18,11/08/18,56847,10/08/18,MEDICAMENTOS,3301354,ASPIRINA PROTECT (ACIDO ACETILSALICILICO) 100MG TAB C/28,,,2,3,0,0
"NUEVA FARMACIA SAN BORJA, S.A. DE C.V.",276941,03/09/18,04/09/18,57316,03/09/18,MEDICAMENTOS,3301354,ASPIRINA PROTECT (ACIDO ACETILSALICILICO) 100MG TAB C/28,,,4,10,0,0
"NUEVA FARMACIA SAN BORJA, S.A. DE C.V.",276941,03/09/18,04/09/18,57316,03/09/18,MEDICAMENTOS,3301055,ULCODERMA UNGUENTO 15G (CLORANFENICOL/COLAGEASA),,,2,1,0,0
"NUEVA FARMACIA SAN BORJA, S.A. DE C.V.",280090,12/10/18,15/10/18,58027,12/10/18,MEDICAMENTOS,3302158,AGIOLAX (PLANTAGO/SENNA) 5G SOBRES C/20 GRANULADO,,,2,2,0,0
NUTRI-O NUTRICION OPORTUNA S.A DE C.V.,259226,22/01/18,23/01/18,53003,22/01/18,MEDICAMENTOS,2900517,ALBUMINA DE HUEVO 400GR OVOPROT,,,1,1,0,0
NUTRI-O NUTRICION OPORTUNA S.A DE C.V.,268055,18/05/18,21/05/18,55235,18/05/18,MEDICAMENTOS,2900517,ALBUMINA DE HUEVO 400GR OVOPROT,,,1,1,0,0
NUTRI-O NUTRICION OPORTUNA S.A DE C.V.,268185,21/05/18,22/05/18,55276,21/05/18,MEDICAMENTOS,2900517,ALBUMINA DE HUEVO 400GR OVOPROT,,,1,1,0,0
"PHARMAPLUS, SA DE CV (FARMACIA SAN PABLO)",259278,22/01/18,23/01/18,53005,22/01/18,MEDICAMENTOS,3300870,MICOSTATIN SUSP 30 DOSIS(NISTATINA),,,2,2,0,0
"PHARMAPLUS, SA DE CV (FARMACIA SAN PABLO)",262904,09/03/18,10/03/18,53939,09/03/18,MEDICAMENTOS,3301406,NIMOTOP 10MG AMP 50ML (NIMODIPINO),,,15,15,0,0
"PHARMAPLUS, SA DE CV (FARMACIA SAN PABLO)",267402,09/05/18,10/05/18,55055,09/05/18,MEDICAMENTOS,3300870,MICOSTATIN SUSP 30 DOSIS(NISTATINA),,,1,1,0,0
"PHARMAPLUS, SA DE CV (FARMACIA SAN PABLO)",273975,27/07/18,28/07/18,56592,27/07/18,MEDICAMENTOS,3304705,FLEET PS FOSFOSODA(LIMON-JENGIBRE)2.4G/0.9G/5ML,,,1,1,0,0
"PHARMAPLUS, SA DE CV (FARMACIA SAN PABLO)",282278,06/11/18,07/11/18,58487,06/11/18,MEDICAMENTOS,3300562,ADALAT OROS (NIFEDIPINO) 30MG COMP C/10,,,1,1,0,0
"PHARMAPLUS, SA DE CV (FARMACIA SAN PABLO)",283034,16/11/18,19/11/18,58650,16/11/18,MEDICAMENTOS,3302307,FIRAC PLUS 100MG AMP (CLONIXINATO LISINA/PARGEVER),,,36,15,0,0
SILVIA VALENCIA MENDEZ,262862,09/03/18,12/03/18,53924,08/03/18,MEDICAMENTOS,3304563,GI HIERRO DEXTRAN IV,,,10,12,0,0
SILVIA VALENCIA MENDEZ,263621,20/03/18,21/03/18,54090,20/03/18,MEDICAMENTOS,3304971,NULANZA AMP 10ML (OLIGOMETALES ENDOVENOSOS),,,20,20,0,0
SILVIA VALENCIA MENDEZ,264304,28/03/18,29/03/18,54283,28/03/18,MEDICAMENTOS,3302550,UMECORTIL 500MG AMP (GANCICLOVIR),,,3,3,0,0
SILVIA VALENCIA MENDEZ,264688,04/04/18,06/04/18,54384,04/04/18,MEDICAMENTOS,3302550,UMECORTIL 500MG AMP (GANCICLOVIR),,,4,4,0,0
SILVIA VALENCIA MENDEZ,278111,19/09/18,20/09/18,57611,19/09/18,MEDICAMENTOS,3302550,UMECORTIL 500MG AMP (GANCICLOVIR),,,3,3,0,0
SILVIA VALENCIA MENDEZ,279934,10/10/18,11/10/18,57995,10/10/18,MEDICAMENTOS,3304971,NULANZA AMP 10ML (OLIGOMETALES ENDOVENOSOS),,,20,20,0,0
SILVIA VALENCIA MENDEZ,282464,09/11/18,10/11/18,58525,09/11/18,MEDICAMENTOS,3302139,HEPARINA 1000UI 10ML AMPOLLETA (INHEPAR),,,15,15,0,0
SOLUCIONES TECNICAS PARA LA SALUD S.A. DE C.V. (SOLUTESA),258992,18/01/18,20/01/18,0,,MEDICAMENTOS,3800003,ALBUMINA HUMANA AL 20% FCO 50ML,,,0,15,0,0
SOLUCIONES TECNICAS PARA LA SALUD S.A. DE C.V. (SOLUTESA),259727,29/01/18,31/01/18,53139,29/01/18,MEDICAMENTOS,3800003,ALBUMINA HUMANA AL 20% FCO 50ML,,,10,10,0,0
SOLUMEDIC S.A. DE C.V.,276047,22/08/18,27/08/18,57083,22/08/18,MEDICAMENTOS,3300972,AGRASTAT (TIROFIBAN) 12.5MG/50ML FAM,,,1,1,0,0
VITASANITAS S.A. DE .C.V.,262389,02/03/18,06/03/18,53801,02/03/18,MEDICAMENTOS,3305045,ALBUMINA HUMANA AL 20% 50ML GRIFOLS,,,20,270,0,0
"VITASANITAS, S.A. DE C.V.",260043,01/02/18,05/02/18,53227,01/02/18,MEDICAMENTOS,3800003,ALBUMINA HUMANA AL 20% FCO 50ML,,,5,5,0,0
"VITASANITAS, S.A. DE C.V.",260191,02/02/18,05/02/18,53250,02/02/18,MEDICAMENTOS,3800003,ALBUMINA HUMANA AL 20% FCO 50ML,,,10,10,0,0
"VITASANITAS, S.A. DE C.V.",280554,19/10/18,26/10/18,58139,19/10/18,MEDICAMENTOS,3800003,ALBUMINA HUMANA AL 20% FCO 50ML,,,10,10,0,0
